test_case,seed,model,angle_deg,target_cos,hit_rank,hit_name,hit_sim,hit_is_target
fish + nutty,fish,cooc,60,0.500000,1,dried_shrimp,0.443300,True
fish + nutty,fish,cooc,60,0.500000,2,shiitake_mushroom,0.413400,True
fish + nutty,fish,cooc,60,0.500000,3,garland_chrysanthemum,0.410700,True
fish + nutty,fish,cooc,60,0.500000,4,yu_choy,0.387000,True
fish + nutty,fish,cooc,60,0.500000,5,glass_noodle,0.378100,True
fish + nutty,fish,core,0,1.000000,1,oyster,0.553900,True
fish + nutty,fish,core,0,1.000000,2,bean_sprout,0.547100,True
fish + nutty,fish,core,0,1.000000,3,sea_bass,0.544500,False
fish + nutty,fish,core,0,1.000000,4,fish_stock,0.543500,False
fish + nutty,fish,core,0,1.000000,5,rice_noodle,0.536000,True
fish + nutty,fish,core,30,0.866025,1,shiitake_mushroom,0.623100,True
fish + nutty,fish,core,30,0.866025,2,bamboo_shoot,0.606500,True
fish + nutty,fish,core,30,0.866025,3,bok_choy,0.593600,True
fish + nutty,fish,core,30,0.866025,4,scallion,0.593100,True
fish + nutty,fish,core,30,0.866025,5,kelp,0.592200,True
fish + nutty,fish,core,60,0.500000,1,mung_bean,0.575000,True
fish + nutty,fish,core,60,0.500000,2,taro,0.570800,True
fish + nutty,fish,core,60,0.500000,3,wood_ear_mushroom,0.569000,True
fish + nutty,fish,core,60,0.500000,4,chinese_yam,0.558200,True
fish + nutty,fish,core,60,0.500000,5,red_date,0.555300,True
fish + nutty,fish,chem,0,1.000000,1,oyster,0.352700,True
fish + nutty,fish,chem,0,1.000000,2,caviar,0.335900,True
fish + nutty,fish,chem,0,1.000000,3,scallop,0.308200,True
fish + nutty,fish,chem,0,1.000000,4,peanut_oil,0.305300,True
fish + nutty,fish,chem,0,1.000000,5,cucumber,0.286500,False
fish + nutty,fish,chem,30,0.866025,1,shiitake_mushroom,0.412100,True
fish + nutty,fish,chem,30,0.866025,2,bamboo_shoot,0.390500,True
fish + nutty,fish,chem,30,0.866025,3,scallion,0.372100,True
fish + nutty,fish,chem,30,0.866025,4,kelp,0.368500,True
fish + nutty,fish,chem,30,0.866025,5,garland_chrysanthemum,0.364000,True
fish + nutty,fish,chem,60,0.500000,1,wood_ear_mushroom,0.492300,True
fish + nutty,fish,chem,60,0.500000,2,bamboo_shoot,0.477400,True
fish + nutty,fish,chem,60,0.500000,3,garland_chrysanthemum,0.468900,True
fish + nutty,fish,chem,60,0.500000,4,bok_choy,0.463900,True
fish + nutty,fish,chem,60,0.500000,5,scallion,0.463600,True
banana + nutty,banana,cooc,0,1.000000,1,coconut,0.443000,True
banana + nutty,banana,cooc,0,1.000000,2,strawberry,0.420600,False
banana + nutty,banana,cooc,0,1.000000,3,blueberry,0.381500,False
banana + nutty,banana,cooc,0,1.000000,4,condensed_milk,0.366900,False
banana + nutty,banana,cooc,0,1.000000,5,pecan,0.359200,True
banana + nutty,banana,cooc,30,0.866025,1,coconut,0.427000,True
banana + nutty,banana,cooc,30,0.866025,2,psyllium_husk,0.336900,False
banana + nutty,banana,cooc,30,0.866025,3,glutinous_rice,0.327000,True
banana + nutty,banana,cooc,30,0.866025,4,oat,0.325800,True
banana + nutty,banana,cooc,30,0.866025,5,condensed_milk,0.323700,False
banana + nutty,banana,cooc,60,0.500000,1,glutinous_rice,0.389900,True
banana + nutty,banana,cooc,60,0.500000,2,dried_shrimp,0.367600,True
banana + nutty,banana,cooc,60,0.500000,3,taro,0.354900,True
banana + nutty,banana,cooc,60,0.500000,4,mung_bean,0.353900,True
banana + nutty,banana,cooc,60,0.500000,5,psyllium_husk,0.345600,False
banana + nutty,banana,core,0,1.000000,1,almond_milk,0.551300,True
banana + nutty,banana,core,0,1.000000,2,apple,0.544800,False
banana + nutty,banana,core,0,1.000000,3,chia_seed,0.531600,True
banana + nutty,banana,core,0,1.000000,4,coconut,0.531400,True
banana + nutty,banana,core,0,1.000000,5,carob,0.519200,True
banana + nutty,banana,core,30,0.866025,1,chia_seed,0.617600,True
banana + nutty,banana,core,30,0.866025,2,carob,0.587600,True
banana + nutty,banana,core,30,0.866025,3,soy_protein_isolate,0.564100,True
banana + nutty,banana,core,30,0.866025,4,almond_milk,0.563500,True
banana + nutty,banana,core,30,0.866025,5,date,0.560800,False
banana + nutty,banana,core,60,0.500000,1,taro,0.548000,True
banana + nutty,banana,core,60,0.500000,2,millet,0.547300,True
banana + nutty,banana,core,60,0.500000,3,chia_seed,0.538100,True
banana + nutty,banana,core,60,0.500000,4,mung_bean,0.535500,True
banana + nutty,banana,core,60,0.500000,5,red_date,0.533600,True
banana + nutty,banana,chem,0,1.000000,1,apple,0.341700,False
banana + nutty,banana,chem,0,1.000000,2,coconut,0.339800,True
banana + nutty,banana,chem,0,1.000000,3,carob,0.321500,True
banana + nutty,banana,chem,0,1.000000,4,almond_milk,0.309200,True
banana + nutty,banana,chem,0,1.000000,5,brazil_nut,0.306500,False
banana + nutty,banana,chem,30,0.866025,1,chia_seed,0.433300,True
banana + nutty,banana,chem,30,0.866025,2,carob,0.425600,True
banana + nutty,banana,chem,30,0.866025,3,amaranth,0.395500,True
banana + nutty,banana,chem,30,0.866025,4,arrowroot,0.369800,True
banana + nutty,banana,chem,30,0.866025,5,cashew,0.366900,False
banana + nutty,banana,chem,60,0.500000,1,millet,0.458100,True
banana + nutty,banana,chem,60,0.500000,2,chia_seed,0.450200,True
banana + nutty,banana,chem,60,0.500000,3,bamboo_shoot,0.449500,True
banana + nutty,banana,chem,60,0.500000,4,bok_choy,0.446100,True
banana + nutty,banana,chem,60,0.500000,5,wood_ear_mushroom,0.445300,True
bread + high protein,bread,cooc,0,1.000000,1,olive_oil,0.436400,False
bread + high protein,bread,cooc,0,1.000000,2,parsley,0.370000,False
bread + high protein,bread,cooc,0,1.000000,3,paprika,0.364100,True
bread + high protein,bread,cooc,0,1.000000,4,thyme,0.353400,True
bread + high protein,bread,cooc,0,1.000000,5,anchovy,0.349600,True
bread + high protein,bread,cooc,30,0.866025,1,olive_oil,0.399800,False
bread + high protein,bread,cooc,30,0.866025,2,parsley,0.368100,False
bread + high protein,bread,cooc,30,0.866025,3,black_pepper,0.367600,True
bread + high protein,bread,cooc,30,0.866025,4,pasta,0.365900,True
bread + high protein,bread,cooc,30,0.866025,5,paprika,0.358600,True
bread + high protein,bread,cooc,60,0.500000,1,black_pepper,0.307800,True
bread + high protein,bread,cooc,60,0.500000,2,pasta,0.299300,True
bread + high protein,bread,cooc,60,0.500000,3,tomato,0.298700,False
bread + high protein,bread,cooc,60,0.500000,4,parmesan_cheese,0.297100,True
bread + high protein,bread,cooc,60,0.500000,5,pepperoni,0.295800,True
bread + high protein,bread,core,0,1.000000,1,pasta,0.690700,True
bread + high protein,bread,core,0,1.000000,2,artichoke,0.675500,False
bread + high protein,bread,core,0,1.000000,3,olive_oil,0.667400,False
bread + high protein,bread,core,0,1.000000,4,parsley,0.638200,False
bread + high protein,bread,core,0,1.000000,5,red_onion,0.637300,False
bread + high protein,bread,core,30,0.866025,1,olive_oil,0.694000,False
bread + high protein,bread,core,30,0.866025,2,pasta,0.665700,True
bread + high protein,bread,core,30,0.866025,3,artichoke,0.643200,False
bread + high protein,bread,core,30,0.866025,4,red_onion,0.636300,False
bread + high protein,bread,core,30,0.866025,5,anchovy,0.632500,True
bread + high protein,bread,core,60,0.500000,1,anchovy,0.567200,True
bread + high protein,bread,core,60,0.500000,2,pita_bread,0.535600,True
bread + high protein,bread,core,60,0.500000,3,olive_oil,0.534600,False
bread + high protein,bread,core,60,0.500000,4,tuna,0.519700,True
bread + high protein,bread,core,60,0.500000,5,sausage,0.518800,True
bread + high protein,bread,chem,0,1.000000,1,pasta,0.465800,True
bread + high protein,bread,chem,0,1.000000,2,caper,0.432300,False
bread + high protein,bread,chem,0,1.000000,3,artichoke,0.428100,False
bread + high protein,bread,chem,0,1.000000,4,anchovy,0.377100,True
bread + high protein,bread,chem,0,1.000000,5,provolone_cheese,0.371400,True
bread + high protein,bread,chem,30,0.866025,1,pasta,0.455900,True
bread + high protein,bread,chem,30,0.866025,2,artichoke,0.426800,False
bread + high protein,bread,chem,30,0.866025,3,provolone_cheese,0.426500,True
bread + high protein,bread,chem,30,0.866025,4,anchovy,0.419400,True
bread + high protein,bread,chem,30,0.866025,5,caper,0.403100,False
bread + high protein,bread,chem,60,0.500000,1,provolone_cheese,0.367400,True
bread + high protein,bread,chem,60,0.500000,2,monkfish,0.362100,True
bread + high protein,bread,chem,60,0.500000,3,anchovy,0.349300,True
bread + high protein,bread,chem,60,0.500000,4,hot_dog,0.326800,True
bread + high protein,bread,chem,60,0.500000,5,pita_bread,0.325700,True
rice + high protein,rice,cooc,0,1.000000,1,carrot,0.335000,False
rice + high protein,rice,cooc,0,1.000000,2,okra,0.331600,False
rice + high protein,rice,cooc,0,1.000000,3,vegetable_oil,0.325700,False
rice + high protein,rice,cooc,0,1.000000,4,pea,0.311700,False
rice + high protein,rice,cooc,0,1.000000,5,dashi,0.307500,False
rice + high protein,rice,cooc,30,0.866025,1,pea,0.322700,False
rice + high protein,rice,cooc,30,0.866025,2,carrot,0.320000,False
rice + high protein,rice,cooc,30,0.866025,3,onion,0.312800,False
rice + high protein,rice,cooc,30,0.866025,4,potato,0.308700,False
rice + high protein,rice,cooc,30,0.866025,5,tomato,0.307200,False
rice + high protein,rice,cooc,60,0.500000,1,black_pepper,0.275300,True
rice + high protein,rice,cooc,60,0.500000,2,tomato,0.271400,False
rice + high protein,rice,cooc,60,0.500000,3,linguica,0.266800,False
rice + high protein,rice,cooc,60,0.500000,4,fish,0.266200,False
rice + high protein,rice,cooc,60,0.500000,5,chickpea,0.261000,True
rice + high protein,rice,core,0,1.000000,1,shiitake_mushroom,0.595900,False
rice + high protein,rice,core,0,1.000000,2,nori,0.594300,False
rice + high protein,rice,core,0,1.000000,3,bok_choy,0.583900,False
rice + high protein,rice,core,0,1.000000,4,sesame_seed,0.571800,True
rice + high protein,rice,core,0,1.000000,5,pea,0.571300,False
rice + high protein,rice,core,30,0.866025,1,bell_pepper,0.607800,False
rice + high protein,rice,core,30,0.866025,2,chicken_broth,0.575200,False
rice + high protein,rice,core,30,0.866025,3,tuna,0.562900,True
rice + high protein,rice,core,30,0.866025,4,crab_stick,0.555700,False
rice + high protein,rice,core,30,0.866025,5,sesame_oil,0.553800,False
rice + high protein,rice,core,60,0.500000,1,tuna,0.553400,True
rice + high protein,rice,core,60,0.500000,2,salt,0.533000,False
rice + high protein,rice,core,60,0.500000,3,sausage,0.532900,True
rice + high protein,rice,core,60,0.500000,4,bell_pepper,0.520000,False
rice + high protein,rice,core,60,0.500000,5,cod,0.510100,True
rice + high protein,rice,chem,0,1.000000,1,caviar,0.310000,True
rice + high protein,rice,chem,0,1.000000,2,nori,0.300600,False
rice + high protein,rice,chem,0,1.000000,3,wheat,0.296900,True
rice + high protein,rice,chem,0,1.000000,4,millet,0.296600,True
rice + high protein,rice,chem,0,1.000000,5,puzi_leaf,0.291900,False
rice + high protein,rice,chem,30,0.866025,1,salmon,0.353000,True
rice + high protein,rice,chem,30,0.866025,2,sausage,0.327700,True
rice + high protein,rice,chem,30,0.866025,3,caviar,0.318800,True
rice + high protein,rice,chem,30,0.866025,4,octopus,0.308100,True
rice + high protein,rice,chem,30,0.866025,5,cod,0.298700,True
rice + high protein,rice,chem,60,0.500000,1,monkfish,0.341800,True
rice + high protein,rice,chem,60,0.500000,2,cod,0.326700,True
rice + high protein,rice,chem,60,0.500000,3,salmon,0.324400,True
rice + high protein,rice,chem,60,0.500000,4,sausage,0.315800,True
rice + high protein,rice,chem,60,0.500000,5,octopus,0.312600,True
honey + high protein,honey,cooc,0,1.000000,1,apple,0.399500,False
honey + high protein,honey,cooc,0,1.000000,2,gelatin,0.352000,True
honey + high protein,honey,cooc,0,1.000000,3,blueberry,0.351700,False
honey + high protein,honey,cooc,0,1.000000,4,cherry,0.349100,False
honey + high protein,honey,cooc,0,1.000000,5,vanilla,0.336900,False
honey + high protein,honey,cooc,30,0.866025,1,mustard,0.314300,False
honey + high protein,honey,cooc,30,0.866025,2,avocado,0.312300,False
honey + high protein,honey,cooc,30,0.866025,3,thyme,0.303900,True
honey + high protein,honey,cooc,30,0.866025,4,cayenne_pepper,0.300400,True
honey + high protein,honey,cooc,30,0.866025,5,paprika,0.298400,True
honey + high protein,honey,cooc,60,0.500000,1,caesar_dressing,0.331400,False
honey + high protein,honey,cooc,60,0.500000,2,salami,0.297700,True
honey + high protein,honey,cooc,60,0.500000,3,cayenne_pepper,0.291500,True
honey + high protein,honey,cooc,60,0.500000,4,pasta_sauce,0.291500,False
honey + high protein,honey,cooc,60,0.500000,5,red_pepper,0.289000,False
honey + high protein,honey,core,0,1.000000,1,pear,0.554200,False
honey + high protein,honey,core,0,1.000000,2,apple,0.498900,False
honey + high protein,honey,core,0,1.000000,3,pumpkin_seed,0.487100,True
honey + high protein,honey,core,0,1.000000,4,fruit,0.485400,False
honey + high protein,honey,core,0,1.000000,5,whole_wheat_flour,0.474400,True
honey + high protein,honey,core,30,0.866025,1,salt,0.541100,False
honey + high protein,honey,core,30,0.866025,2,olive_oil,0.536100,False
honey + high protein,honey,core,30,0.866025,3,anchovy,0.522500,True
honey + high protein,honey,core,30,0.866025,4,red_onion,0.517900,False
honey + high protein,honey,core,30,0.866025,5,miso,0.516300,True
honey + high protein,honey,core,60,0.500000,1,anchovy,0.571000,True
honey + high protein,honey,core,60,0.500000,2,salt,0.569300,False
honey + high protein,honey,core,60,0.500000,3,falafel,0.547300,True
honey + high protein,honey,core,60,0.500000,4,pita_bread,0.543300,True
honey + high protein,honey,core,60,0.500000,5,halibut,0.535700,True
honey + high protein,honey,chem,0,1.000000,1,pear,0.388800,False
honey + high protein,honey,chem,0,1.000000,2,apple,0.352000,False
honey + high protein,honey,chem,0,1.000000,3,strawberry,0.311600,False
honey + high protein,honey,chem,0,1.000000,4,char_siu_sauce,0.279500,False
honey + high protein,honey,chem,0,1.000000,5,wisteria_flower,0.252800,False
honey + high protein,honey,chem,30,0.866025,1,feta_cheese,0.286500,True
honey + high protein,honey,chem,30,0.866025,2,pear,0.285600,False
honey + high protein,honey,chem,30,0.866025,3,swordfish,0.275000,True
honey + high protein,honey,chem,30,0.866025,4,couscous,0.273100,False
honey + high protein,honey,chem,30,0.866025,5,trout,0.262600,True
honey + high protein,honey,chem,60,0.500000,1,monkfish,0.333000,True
honey + high protein,honey,chem,60,0.500000,2,cod,0.313800,True
honey + high protein,honey,chem,60,0.500000,3,couscous,0.312600,False
honey + high protein,honey,chem,60,0.500000,4,trout,0.308000,True
honey + high protein,honey,chem,60,0.500000,5,bulgur,0.304600,True
chicken + high fat,chicken,cooc,0,1.000000,1,garlic,0.393400,False
chicken + high fat,chicken,cooc,0,1.000000,2,onion,0.366200,False
chicken + high fat,chicken,cooc,0,1.000000,3,black_pepper,0.358100,False
chicken + high fat,chicken,cooc,0,1.000000,4,turkey,0.348000,True
chicken + high fat,chicken,cooc,0,1.000000,5,carrot,0.342500,False
chicken + high fat,chicken,cooc,30,0.866025,1,turkey,0.417300,True
chicken + high fat,chicken,cooc,30,0.866025,2,black_pepper,0.373400,False
chicken + high fat,chicken,cooc,30,0.866025,3,onion,0.366600,False
chicken + high fat,chicken,cooc,30,0.866025,4,swiss_cheese,0.359200,True
chicken + high fat,chicken,cooc,30,0.866025,5,cayenne_pepper,0.342500,True
chicken + high fat,chicken,cooc,60,0.500000,1,turkey,0.374800,True
chicken + high fat,chicken,cooc,60,0.500000,2,swiss_cheese,0.364800,True
chicken + high fat,chicken,cooc,60,0.500000,3,pepperoni,0.332300,True
chicken + high fat,chicken,cooc,60,0.500000,4,caesar_dressing,0.329400,True
chicken + high fat,chicken,cooc,60,0.500000,5,black_olive,0.328000,True
chicken + high fat,chicken,core,0,1.000000,1,pork,0.580800,True
chicken + high fat,chicken,core,0,1.000000,2,beef,0.571200,True
chicken + high fat,chicken,core,0,1.000000,3,chicken_broth,0.549900,False
chicken + high fat,chicken,core,0,1.000000,4,peanut,0.523300,True
chicken + high fat,chicken,core,0,1.000000,5,cream_of_chicken_soup,0.521700,True
chicken + high fat,chicken,core,30,0.866025,1,alfredo_sauce,0.569300,True
chicken + high fat,chicken,core,30,0.866025,2,monterey_jack_cheese,0.565500,True
chicken + high fat,chicken,core,30,0.866025,3,flour_tortilla,0.549600,True
chicken + high fat,chicken,core,30,0.866025,4,fajita_seasoning,0.547900,False
chicken + high fat,chicken,core,30,0.866025,5,cream_of_chicken_soup,0.546400,True
chicken + high fat,chicken,core,60,0.500000,1,colby_cheese,0.508500,True
chicken + high fat,chicken,core,60,0.500000,2,alfredo_sauce,0.489900,True
chicken + high fat,chicken,core,60,0.500000,3,black_olive,0.473100,True
chicken + high fat,chicken,core,60,0.500000,4,flour_tortilla,0.468900,True
chicken + high fat,chicken,core,60,0.500000,5,pizza_sauce,0.464900,False
chicken + high fat,chicken,chem,0,1.000000,1,beef,0.405100,True
chicken + high fat,chicken,chem,0,1.000000,2,pork,0.339700,True
chicken + high fat,chicken,chem,0,1.000000,3,cream_of_chicken_soup,0.310700,True
chicken + high fat,chicken,chem,0,1.000000,4,buffalo_wing_sauce,0.288200,False
chicken + high fat,chicken,chem,0,1.000000,5,peanut,0.282100,True
chicken + high fat,chicken,chem,30,0.866025,1,beef,0.369500,True
chicken + high fat,chicken,chem,30,0.866025,2,cream_of_chicken_soup,0.366900,True
chicken + high fat,chicken,chem,30,0.866025,3,cheddar_cheese,0.327700,True
chicken + high fat,chicken,chem,30,0.866025,4,flour_tortilla,0.320000,True
chicken + high fat,chicken,chem,30,0.866025,5,buffalo_wing_sauce,0.317700,False
chicken + high fat,chicken,chem,60,0.500000,1,colby_cheese,0.338900,True
chicken + high fat,chicken,chem,60,0.500000,2,pasta_sauce,0.327300,False
chicken + high fat,chicken,chem,60,0.500000,3,cream_of_chicken_soup,0.324800,True
chicken + high fat,chicken,chem,60,0.500000,4,alfredo_sauce,0.317700,True
chicken + high fat,chicken,chem,60,0.500000,5,flour_tortilla,0.306400,True
bread + high fat,bread,cooc,0,1.000000,1,olive_oil,0.436400,True
bread + high fat,bread,cooc,0,1.000000,2,parsley,0.370000,False
bread + high fat,bread,cooc,0,1.000000,3,paprika,0.364100,True
bread + high fat,bread,cooc,0,1.000000,4,thyme,0.353400,True
bread + high fat,bread,cooc,0,1.000000,5,anchovy,0.349600,True
bread + high fat,bread,cooc,30,0.866025,1,olive_oil,0.417000,True
bread + high fat,bread,cooc,30,0.866025,2,parsley,0.377800,False
bread + high fat,bread,cooc,30,0.866025,3,paprika,0.364900,True
bread + high fat,bread,cooc,30,0.866025,4,cheese,0.359900,True
bread + high fat,bread,cooc,30,0.866025,5,arugula,0.351200,False
bread + high fat,bread,cooc,60,0.500000,1,gouda_cheese,0.341200,True
bread + high fat,bread,cooc,60,0.500000,2,pepperoni,0.326600,True
bread + high fat,bread,cooc,60,0.500000,3,black_olive,0.316900,True
bread + high fat,bread,cooc,60,0.500000,4,pastrami,0.307200,True
bread + high fat,bread,cooc,60,0.500000,5,ranch_dressing,0.305200,True
bread + high fat,bread,core,0,1.000000,1,pasta,0.690700,False
bread + high fat,bread,core,0,1.000000,2,artichoke,0.675500,False
bread + high fat,bread,core,0,1.000000,3,olive_oil,0.667400,True
bread + high fat,bread,core,0,1.000000,4,parsley,0.638200,False
bread + high fat,bread,core,0,1.000000,5,red_onion,0.637300,False
bread + high fat,bread,core,30,0.866025,1,olive_oil,0.646900,True
bread + high fat,bread,core,30,0.866025,2,pasta,0.624500,False
bread + high fat,bread,core,30,0.866025,3,black_olive,0.608800,True
bread + high fat,bread,core,30,0.866025,4,fontina_cheese,0.606600,True
bread + high fat,bread,core,30,0.866025,5,bread_crumbs,0.605900,True
bread + high fat,bread,core,60,0.500000,1,pepperoni,0.484900,True
bread + high fat,bread,core,60,0.500000,2,black_olive,0.474500,True
bread + high fat,bread,core,60,0.500000,3,pizza_sauce,0.469600,False
bread + high fat,bread,core,60,0.500000,4,pita_bread,0.468200,False
bread + high fat,bread,core,60,0.500000,5,anchovy,0.468000,True
bread + high fat,bread,chem,0,1.000000,1,pasta,0.465800,False
bread + high fat,bread,chem,0,1.000000,2,caper,0.432300,False
bread + high fat,bread,chem,0,1.000000,3,artichoke,0.428100,False
bread + high fat,bread,chem,0,1.000000,4,anchovy,0.377100,True
bread + high fat,bread,chem,0,1.000000,5,provolone_cheese,0.371400,True
bread + high fat,bread,chem,30,0.866025,1,provolone_cheese,0.458700,True
bread + high fat,bread,chem,30,0.866025,2,pasta,0.391000,False
bread + high fat,bread,chem,30,0.866025,3,anchovy,0.389500,True
bread + high fat,bread,chem,30,0.866025,4,salami,0.379400,True
bread + high fat,bread,chem,30,0.866025,5,artichoke,0.361900,False
bread + high fat,bread,chem,60,0.500000,1,provolone_cheese,0.423100,True
bread + high fat,bread,chem,60,0.500000,2,salami,0.376900,True
bread + high fat,bread,chem,60,0.500000,3,pizza_sauce,0.329100,False
bread + high fat,bread,chem,60,0.500000,4,pesto,0.323800,True
bread + high fat,bread,chem,60,0.500000,5,bread_crumbs,0.322300,True
potato + high fat,potato,cooc,0,1.000000,1,onion,0.388300,False
potato + high fat,potato,cooc,0,1.000000,2,bay_leaf,0.370700,True
potato + high fat,potato,cooc,0,1.000000,3,tomato,0.362900,False
potato + high fat,potato,cooc,0,1.000000,4,salt,0.346700,False
potato + high fat,potato,cooc,0,1.000000,5,parsley,0.345200,False
potato + high fat,potato,cooc,30,0.866025,1,cheese,0.396400,True
potato + high fat,potato,cooc,30,0.866025,2,tomato,0.387900,False
potato + high fat,potato,cooc,30,0.866025,3,onion,0.384800,False
potato + high fat,potato,cooc,30,0.866025,4,parsley,0.379100,False
potato + high fat,potato,cooc,30,0.866025,5,oregano,0.378200,False
potato + high fat,potato,cooc,60,0.500000,1,cheese,0.355000,True
potato + high fat,potato,cooc,60,0.500000,2,turkey,0.331900,True
potato + high fat,potato,cooc,60,0.500000,3,pepperoni,0.327300,True
potato + high fat,potato,cooc,60,0.500000,4,oregano,0.327200,False
potato + high fat,potato,cooc,60,0.500000,5,ranch_dressing,0.317500,True
potato + high fat,potato,core,0,1.000000,1,onion,0.570100,False
potato + high fat,potato,core,0,1.000000,2,paprika,0.569500,True
potato + high fat,potato,core,0,1.000000,3,corn,0.546000,False
potato + high fat,potato,core,0,1.000000,4,pea,0.545600,False
potato + high fat,potato,core,0,1.000000,5,leek,0.540600,False
potato + high fat,potato,core,30,0.866025,1,paprika,0.590400,True
potato + high fat,potato,core,30,0.866025,2,cheese,0.569700,True
potato + high fat,potato,core,30,0.866025,3,olive_oil,0.547800,True
potato + high fat,potato,core,30,0.866025,4,bacon,0.544500,True
potato + high fat,potato,core,30,0.866025,5,bread_crumbs,0.535300,True
potato + high fat,potato,core,60,0.500000,1,colby_cheese,0.481600,True
potato + high fat,potato,core,60,0.500000,2,black_olive,0.472100,True
potato + high fat,potato,core,60,0.500000,3,pepperoni,0.467100,True
potato + high fat,potato,core,60,0.500000,4,pizza_sauce,0.457400,False
potato + high fat,potato,core,60,0.500000,5,olive_oil,0.455400,True
potato + high fat,potato,chem,0,1.000000,1,curry_paste,0.342000,False
potato + high fat,potato,chem,0,1.000000,2,guascas,0.339700,False
potato + high fat,potato,chem,0,1.000000,3,leek,0.300500,False
potato + high fat,potato,chem,0,1.000000,4,corn,0.277200,False
potato + high fat,potato,chem,0,1.000000,5,chicken,0.274000,False
potato + high fat,potato,chem,30,0.866025,1,cheese,0.342100,True
potato + high fat,potato,chem,30,0.866025,2,curry_paste,0.297800,False
potato + high fat,potato,chem,30,0.866025,3,bread_crumbs,0.294800,True
potato + high fat,potato,chem,30,0.866025,4,corn_flakes,0.293100,False
potato + high fat,potato,chem,30,0.866025,5,cream_of_chicken_soup,0.287400,True
potato + high fat,potato,chem,60,0.500000,1,cheese,0.352800,True
potato + high fat,potato,chem,60,0.500000,2,salami,0.309700,True
potato + high fat,potato,chem,60,0.500000,3,pesto,0.304100,True
potato + high fat,potato,chem,60,0.500000,4,bread_crumbs,0.302100,True
potato + high fat,potato,chem,60,0.500000,5,pizza_sauce,0.297300,False
butter + high water,butter,cooc,0,1.000000,1,cream,0.462300,False
butter + high water,butter,cooc,0,1.000000,2,egg_yolk,0.434200,False
butter + high water,butter,cooc,0,1.000000,3,flour,0.408000,False
butter + high water,butter,cooc,0,1.000000,4,milk,0.406200,True
butter + high water,butter,cooc,0,1.000000,5,almond,0.377000,False
butter + high water,butter,cooc,30,0.866025,1,white_wine,0.410300,True
butter + high water,butter,cooc,30,0.866025,2,thyme,0.375300,False
butter + high water,butter,cooc,30,0.866025,3,cream,0.369300,False
butter + high water,butter,cooc,30,0.866025,4,olive_oil,0.352300,False
butter + high water,butter,cooc,30,0.866025,5,chive,0.352000,True
butter + high water,butter,cooc,60,0.500000,1,chive,0.378200,True
butter + high water,butter,cooc,60,0.500000,2,white_wine,0.364600,True
butter + high water,butter,cooc,60,0.500000,3,leek,0.328900,True
butter + high water,butter,cooc,60,0.500000,4,mussel,0.326500,True
butter + high water,butter,cooc,60,0.500000,5,razor_clam,0.323500,False
butter + high water,butter,core,0,1.000000,1,milk,0.604000,True
butter + high water,butter,core,0,1.000000,2,egg_yolk,0.569300,False
butter + high water,butter,core,0,1.000000,3,parmesan_cheese,0.497200,False
butter + high water,butter,core,0,1.000000,4,white_chocolate,0.491000,False
butter + high water,butter,core,0,1.000000,5,baking_powder,0.484600,False
butter + high water,butter,core,30,0.866025,1,chive,0.549100,True
butter + high water,butter,core,30,0.866025,2,parmesan_cheese,0.532500,False
butter + high water,butter,core,30,0.866025,3,white_wine,0.526800,True
butter + high water,butter,core,30,0.866025,4,carrot,0.521700,True
butter + high water,butter,core,30,0.866025,5,leek,0.509500,True
butter + high water,butter,core,60,0.500000,1,enoki_mushroom,0.517600,True
butter + high water,butter,core,60,0.500000,2,chive,0.517400,True
butter + high water,butter,core,60,0.500000,3,scallion,0.513600,True
butter + high water,butter,core,60,0.500000,4,garland_chrysanthemum,0.506200,True
butter + high water,butter,core,60,0.500000,5,kombu,0.501900,True
butter + high water,butter,chem,0,1.000000,1,milk,0.477900,True
butter + high water,butter,chem,0,1.000000,2,flour,0.348100,False
butter + high water,butter,chem,0,1.000000,3,egg,0.328200,False
butter + high water,butter,chem,0,1.000000,4,chocolate,0.326300,False
butter + high water,butter,chem,0,1.000000,5,parmesan_cheese,0.313500,False
butter + high water,butter,chem,30,0.866025,1,milk,0.381400,True
butter + high water,butter,chem,30,0.866025,2,cucumber,0.283200,True
butter + high water,butter,chem,30,0.866025,3,parmesan_cheese,0.278800,False
butter + high water,butter,chem,30,0.866025,4,white_wine,0.273700,True
butter + high water,butter,chem,30,0.866025,5,pear,0.272400,True
butter + high water,butter,chem,60,0.500000,1,oyster_mushroom,0.344200,True
butter + high water,butter,chem,60,0.500000,2,scallion,0.329100,True
butter + high water,butter,chem,60,0.500000,3,cucumber,0.321800,True
butter + high water,butter,chem,60,0.500000,4,wakame,0.307900,True
butter + high water,butter,chem,60,0.500000,5,abalone,0.300600,False
chocolate + high water,chocolate,cooc,0,1.000000,1,cocoa_powder,0.553500,False
chocolate + high water,chocolate,cooc,0,1.000000,2,vanilla,0.489900,False
chocolate + high water,chocolate,cooc,0,1.000000,3,almond,0.478700,False
chocolate + high water,chocolate,cooc,0,1.000000,4,coffee,0.451200,True
chocolate + high water,chocolate,cooc,0,1.000000,5,sprinkles,0.443000,False
chocolate + high water,chocolate,cooc,30,0.866025,1,cocoa_powder,0.409900,False
chocolate + high water,chocolate,cooc,30,0.866025,2,almond,0.360800,False
chocolate + high water,chocolate,cooc,30,0.866025,3,coffee,0.348800,True
